timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1610650133578,564,ReadUsers,200,,Load Test 1-498,text,true,,525,183,44,44,http://localhost:9092/user/read,561,0,32
1610650133579,564,ReadUsers,200,,Load Test 1-488,text,true,,525,183,44,44,http://localhost:9092/user/read,561,0,32
1610650133650,493,ReadUsers,200,,Load Test 1-482,text,true,,525,183,44,44,http://localhost:9092/user/read,490,0,1
1610650133605,538,ReadUsers,200,,Load Test 1-484,text,true,,525,183,44,44,http://localhost:9092/user/read,535,0,5
1610650133577,565,ReadUsers,200,,Load Test 1-496,text,true,,525,183,44,44,http://localhost:9092/user/read,562,0,32
1610650133577,565,ReadUsers,200,,Load Test 1-499,text,true,,525,183,44,44,http://localhost:9092/user/read,562,0,34
1610650133578,565,ReadUsers,200,,Load Test 1-487,text,true,,525,183,44,44,http://localhost:9092/user/read,562,0,32
1610650133577,565,ReadUsers,200,,Load Test 1-492,text,true,,525,183,44,44,http://localhost:9092/user/read,562,0,34
1610650133686,457,ReadUsers,200,,Load Test 1-480,text,true,,525,183,44,44,http://localhost:9092/user/read,454,0,1
1610650133578,564,ReadUsers,200,,Load Test 1-495,text,true,,525,183,44,44,http://localhost:9092/user/read,561,0,31
1610650133627,613,ReadUsers,200,,Load Test 1-483,text,true,,525,183,49,49,http://localhost:9092/user/read,613,0,1
1610650133589,652,ReadUsers,200,,Load Test 1-485,text,true,,525,183,49,49,http://localhost:9092/user/read,652,0,23
1610650133578,662,ReadUsers,200,,Load Test 1-494,text,true,,525,183,49,49,http://localhost:9092/user/read,662,0,32
1610650133577,663,ReadUsers,200,,Load Test 1-497,text,true,,525,183,49,49,http://localhost:9092/user/read,662,0,34
1610650133578,662,ReadUsers,200,,Load Test 1-490,text,true,,525,183,49,49,http://localhost:9092/user/read,662,0,31
1610650133708,537,ReadUsers,200,,Load Test 1-479,text,true,,525,183,49,49,http://localhost:9092/user/read,536,0,1
1610650133577,666,ReadUsers,200,,Load Test 1-500,text,true,,525,183,49,49,http://localhost:9092/user/read,666,0,34
1610650133669,595,ReadUsers,200,,Load Test 1-481,text,true,,525,183,50,50,http://localhost:9092/user/read,595,0,1
1610650133578,685,ReadUsers,200,,Load Test 1-493,text,true,,525,183,50,50,http://localhost:9092/user/read,685,0,31
1610650133578,686,ReadUsers,200,,Load Test 1-486,text,true,,525,183,50,50,http://localhost:9092/user/read,686,0,32
1610650133767,580,ReadUsers,200,,Load Test 1-476,text,true,,525,183,54,54,http://localhost:9092/user/read,580,0,1
1610650133578,770,ReadUsers,200,,Load Test 1-489,text,true,,525,183,54,54,http://localhost:9092/user/read,770,0,31
1610650133747,602,ReadUsers,200,,Load Test 1-477,text,true,,525,183,54,54,http://localhost:9092/user/read,602,0,0
1610650133578,771,ReadUsers,200,,Load Test 1-491,text,true,,525,183,54,54,http://localhost:9092/user/read,771,0,31
1610650133808,542,ReadUsers,200,,Load Test 1-474,text,true,,525,183,54,54,http://localhost:9092/user/read,542,0,1
1610650133788,571,ReadUsers,200,,Load Test 1-475,text,true,,525,183,55,55,http://localhost:9092/user/read,571,0,0
1610650133726,633,ReadUsers,200,,Load Test 1-478,text,true,,525,183,55,55,http://localhost:9092/user/read,633,0,1
1610650133870,501,ReadUsers,200,,Load Test 1-471,text,true,,525,183,55,55,http://localhost:9092/user/read,500,0,1
1610650133825,554,ReadUsers,200,,Load Test 1-473,text,true,,525,183,56,56,http://localhost:9092/user/read,546,0,1
1610650133845,534,ReadUsers,200,,Load Test 1-472,text,true,,525,183,56,56,http://localhost:9092/user/read,526,0,1
1610650133925,620,ReadUsers,200,,Load Test 1-468,text,true,,525,183,64,64,http://localhost:9092/user/read,620,0,1
1610650133886,659,ReadUsers,200,,Load Test 1-470,text,true,,525,183,64,64,http://localhost:9092/user/read,659,0,1
1610650133906,650,ReadUsers,200,,Load Test 1-469,text,true,,525,183,65,65,http://localhost:9092/user/read,649,0,0
1610650133966,591,ReadUsers,200,,Load Test 1-466,text,true,,525,183,65,65,http://localhost:9092/user/read,591,0,1
1610650133947,610,ReadUsers,200,,Load Test 1-467,text,true,,525,183,65,65,http://localhost:9092/user/read,610,0,1
1610650134026,548,ReadUsers,200,,Load Test 1-463,text,true,,525,183,66,66,http://localhost:9092/user/read,548,0,0
1610650134006,570,ReadUsers,200,,Load Test 1-464,text,true,,525,183,66,66,http://localhost:9092/user/read,570,0,1
1610650133990,587,ReadUsers,200,,Load Test 1-465,text,true,,525,183,66,66,http://localhost:9092/user/read,586,0,1
1610650134067,524,ReadUsers,200,,Load Test 1-461,text,true,,525,183,66,66,http://localhost:9092/user/read,524,0,1
1610650134048,543,ReadUsers,200,,Load Test 1-462,text,true,,525,183,66,66,http://localhost:9092/user/read,543,0,1
1610650134107,537,ReadUsers,200,,Load Test 1-459,text,true,,525,183,69,69,http://localhost:9092/user/read,536,0,1
1610650134089,556,ReadUsers,200,,Load Test 1-460,text,true,,525,183,69,69,http://localhost:9092/user/read,555,0,1
1610650134133,525,ReadUsers,200,,Load Test 1-458,text,true,,525,183,70,70,http://localhost:9092/user/read,524,0,1
1610650134148,512,ReadUsers,200,,Load Test 1-457,text,true,,525,183,70,70,http://localhost:9092/user/read,511,0,1
1610650134167,496,ReadUsers,200,,Load Test 1-456,text,true,,525,183,70,70,http://localhost:9092/user/read,495,0,1
1610650134207,474,ReadUsers,200,,Load Test 1-454,text,true,,525,183,71,71,http://localhost:9092/user/read,474,0,1
1610650134225,458,ReadUsers,200,,Load Test 1-453,text,true,,525,183,71,71,http://localhost:9092/user/read,458,0,1
1610650134186,497,ReadUsers,200,,Load Test 1-455,text,true,,525,183,71,71,http://localhost:9092/user/read,497,0,2
1610650134192,517,CreateUser,201,,Load Test 1-480,text,true,,297,228,72,72,http://localhost:9092/user/create,517,0,0
1610650134192,517,CreateUser,201,,Load Test 1-482,text,true,,297,228,72,72,http://localhost:9092/user/create,517,0,0
1610650134192,517,CreateUser,201,,Load Test 1-484,text,true,,297,228,72,72,http://localhost:9092/user/create,517,0,0
1610650134192,517,CreateUser,201,,Load Test 1-496,text,true,,297,228,72,72,http://localhost:9092/user/create,517,0,0
1610650134192,535,CreateUser,201,,Load Test 1-487,text,true,,297,228,73,73,http://localhost:9092/user/create,534,0,0
1610650134192,536,CreateUser,201,,Load Test 1-495,text,true,,297,228,73,73,http://localhost:9092/user/create,536,0,0
1610650134192,537,CreateUser,201,,Load Test 1-488,text,true,,297,228,73,73,http://localhost:9092/user/create,536,0,0
1610650134192,553,CreateUser,201,,Load Test 1-492,text,true,,298,228,74,74,http://localhost:9092/user/create,553,0,0
1610650134192,553,CreateUser,201,,Load Test 1-498,text,true,,298,228,74,74,http://localhost:9092/user/create,553,0,0
1610650134192,555,CreateUser,201,,Load Test 1-499,text,true,,298,228,74,74,http://localhost:9092/user/create,554,0,0
1610650134252,509,CreateUser,201,,Load Test 1-494,text,true,,298,228,75,75,http://localhost:9092/user/create,509,0,0
1610650134252,512,CreateUser,201,,Load Test 1-497,text,true,,298,228,75,75,http://localhost:9092/user/create,511,0,0
1610650134252,514,CreateUser,201,,Load Test 1-485,text,true,,298,228,75,75,http://localhost:9092/user/create,513,0,0
1610650134252,528,CreateUser,201,,Load Test 1-483,text,true,,298,228,76,76,http://localhost:9092/user/create,528,0,0
1610650134256,524,CreateUser,201,,Load Test 1-479,text,true,,298,228,76,76,http://localhost:9092/user/create,524,0,0
1610650134252,529,CreateUser,201,,Load Test 1-490,text,true,,298,228,76,76,http://localhost:9092/user/create,528,0,0
1610650134256,554,CreateUser,201,,Load Test 1-500,text,true,,298,228,77,77,http://localhost:9092/user/create,554,0,0
1610650134276,535,CreateUser,201,,Load Test 1-493,text,true,,298,228,77,77,http://localhost:9092/user/create,535,0,0
1610650134276,544,CreateUser,201,,Load Test 1-486,text,true,,298,228,78,78,http://localhost:9092/user/create,544,0,0
1610650134276,546,CreateUser,201,,Load Test 1-481,text,true,,298,228,78,78,http://localhost:9092/user/create,545,0,0
1610650134359,507,CreateUser,201,,Load Test 1-476,text,true,,298,228,80,80,http://localhost:9092/user/create,506,0,0
1610650134361,508,CreateUser,201,,Load Test 1-477,text,true,,298,228,80,80,http://localhost:9092/user/create,508,0,0
1610650134361,508,CreateUser,201,,Load Test 1-489,text,true,,298,228,80,80,http://localhost:9092/user/create,507,0,0
1610650134362,533,CreateUser,201,,Load Test 1-474,text,true,,298,228,81,81,http://localhost:9092/user/create,524,0,0
1610650134362,582,CreateUser,201,,Load Test 1-491,text,true,,298,228,84,84,http://localhost:9092/user/create,582,0,0
1610650134371,580,CreateUser,201,,Load Test 1-478,text,true,,298,228,84,84,http://localhost:9092/user/create,580,0,0
1610650134246,725,ReadUsers,200,,Load Test 1-452,text,true,,868,183,85,85,http://localhost:9092/user/read,724,0,2
1610650134382,629,CreateUser,201,,Load Test 1-471,text,true,,298,228,87,87,http://localhost:9092/user/create,629,0,0
1610650134391,653,CreateUser,201,,Load Test 1-472,text,true,,298,228,89,89,http://localhost:9092/user/create,653,0,0
1610650134877,170,UpdateUser,202,,Load Test 1-476,text,true,,389,242,89,89,http://localhost:9092/user/update/1,169,0,0
1610650134391,676,CreateUser,201,,Load Test 1-473,text,true,,298,228,90,90,http://localhost:9092/user/create,675,0,0
1610650134266,824,ReadUsers,200,,Load Test 1-451,text,true,,1078,183,91,91,http://localhost:9092/user/read,824,0,1
1610650134308,847,ReadUsers,200,,Load Test 1-449,text,true,,1218,183,94,94,http://localhost:9092/user/read,845,0,1
1610650134287,870,ReadUsers,200,,Load Test 1-450,text,true,,1183,183,95,95,http://localhost:9092/user/read,869,0,1
1610650134327,837,ReadUsers,200,,Load Test 1-448,text,true,,1218,183,95,95,http://localhost:9092/user/read,836,0,1
1610650134346,831,ReadUsers,200,,Load Test 1-447,text,true,,1218,183,96,96,http://localhost:9092/user/read,831,0,0
1610650134366,941,ReadUsers,200,,Load Test 1-446,text,true,,1358,183,102,102,http://localhost:9092/user/read,941,0,1
1610650134557,810,CreateUser,201,,Load Test 1-468,text,true,,298,228,105,105,http://localhost:9092/user/create,810,0,0
1610650134557,884,CreateUser,201,,Load Test 1-470,text,true,,298,228,109,109,http://localhost:9092/user/create,884,0,0
1610650134385,1145,ReadUsers,200,,Load Test 1-445,text,true,,1463,183,113,113,http://localhost:9092/user/read,1145,0,1
1610650134426,1156,ReadUsers,200,,Load Test 1-443,text,true,,1531,183,116,116,http://localhost:9092/user/read,1156,0,0
1610650134568,1044,CreateUser,201,,Load Test 1-469,text,true,,298,228,117,117,http://localhost:9092/user/create,1043,0,0
1610650134406,1208,ReadUsers,200,,Load Test 1-444,text,true,,1531,183,117,117,http://localhost:9092/user/read,1207,0,0
1610650134453,1184,ReadUsers,200,,Load Test 1-442,text,true,,1531,183,118,118,http://localhost:9092/user/read,1184,0,1
1610650134465,1192,ReadUsers,200,,Load Test 1-441,text,true,,1531,183,120,120,http://localhost:9092/user/read,1191,0,0
1610650134570,1115,CreateUser,201,,Load Test 1-467,text,true,,298,228,121,121,http://localhost:9092/user/create,1115,0,0
1610650135634,83,CreateUser,201,,Load Test 1-444,text,true,,298,228,123,123,http://localhost:9092/user/create,83,0,0
1610650134570,1148,CreateUser,201,,Load Test 1-466,text,true,,298,228,123,123,http://localhost:9092/user/create,1147,0,0
1610650134486,1274,ReadUsers,200,,Load Test 1-440,text,true,,1531,183,125,125,http://localhost:9092/user/read,1273,0,0
1610650134587,1185,CreateUser,201,,Load Test 1-464,text,true,,298,228,125,125,http://localhost:9092/user/create,1185,0,0
1610650134587,1185,CreateUser,201,,Load Test 1-465,text,true,,298,228,125,125,http://localhost:9092/user/create,1185,0,0
1610650134546,1240,ReadUsers,200,,Load Test 1-437,text,true,,1531,183,126,126,http://localhost:9092/user/read,1240,0,1
1610650134525,1262,ReadUsers,200,,Load Test 1-438,text,true,,1531,183,126,126,http://localhost:9092/user/read,1262,0,0
1610650134602,1201,CreateUser,201,,Load Test 1-461,text,true,,298,228,127,127,http://localhost:9092/user/create,1200,0,0
1610650134504,1301,ReadUsers,200,,Load Test 1-439,text,true,,1531,183,127,127,http://localhost:9092/user/read,1301,0,1
1610650134602,1209,CreateUser,201,,Load Test 1-462,text,true,,298,228,127,127,http://localhost:9092/user/create,1209,0,0
1610650134656,1228,CreateUser,201,,Load Test 1-460,text,true,,298,228,131,131,http://localhost:9092/user/create,1228,0,0
1610650134669,1246,CreateUser,201,,Load Test 1-458,text,true,,298,228,133,133,http://localhost:9092/user/create,1245,0,0
1610650134671,1244,CreateUser,201,,Load Test 1-457,text,true,,298,228,133,133,http://localhost:9092/user/create,1243,0,0
1610650134675,1273,CreateUser,201,,Load Test 1-456,text,true,,298,228,134,134,http://localhost:9092/user/create,1272,0,0
1610650135783,175,UpdateUser,202,,Load Test 1-465,text,true,,389,242,135,135,http://localhost:9092/user/update/1,174,0,0
1610650134692,1297,CreateUser,201,,Load Test 1-454,text,true,,298,228,136,136,http://localhost:9092/user/create,1296,0,0
1610650134695,1326,CreateUser,201,,Load Test 1-455,text,true,,298,228,138,138,http://localhost:9092/user/create,1326,0,0
1610650134695,1337,CreateUser,201,,Load Test 1-453,text,true,,298,228,138,138,http://localhost:9092/user/create,1336,0,0
1610650134566,1530,ReadUsers,200,,Load Test 1-436,text,true,,1601,183,142,142,http://localhost:9092/user/read,1530,0,0
1610650134720,1424,UpdateUser,202,,Load Test 1-484,text,true,,389,242,144,144,http://localhost:9092/user/update/1,1424,0,0
1610650134720,1425,UpdateUser,202,,Load Test 1-496,text,true,,389,242,144,144,http://localhost:9092/user/update/1,1424,0,0
1610650134720,1499,UpdateUser,202,,Load Test 1-482,text,true,,389,242,148,148,http://localhost:9092/user/update/1,1498,0,0
1610650134720,1550,UpdateUser,202,,Load Test 1-480,text,true,,389,242,150,150,http://localhost:9092/user/update/1,1550,0,0
1610650134738,1595,UpdateUser,202,,Load Test 1-487,text,true,,389,242,153,153,http://localhost:9092/user/update/1,1595,0,0
1610650134586,1764,ReadUsers,200,,Load Test 1-435,text,true,,1671,183,154,154,http://localhost:9092/user/read,1764,0,1
1610650134740,1650,UpdateUser,202,,Load Test 1-488,text,true,,389,242,156,156,http://localhost:9092/user/update/1,1650,0,0
1610650134740,1710,UpdateUser,202,,Load Test 1-495,text,true,,389,242,159,159,http://localhost:9092/user/update/1,1710,0,0
1610650134645,1807,ReadUsers,200,,Load Test 1-432,text,true,,1881,183,159,159,http://localhost:9092/user/read,1806,0,1
1610650134606,1865,ReadUsers,200,,Load Test 1-434,text,true,,1881,183,160,160,http://localhost:9092/user/read,1865,0,1
1610650134626,1895,ReadUsers,200,,Load Test 1-433,text,true,,1881,183,163,163,http://localhost:9092/user/read,1894,0,1
1610650134756,1774,UpdateUser,202,,Load Test 1-498,text,true,,389,242,163,163,http://localhost:9092/user/update/1,1773,0,0
1610650134665,1887,ReadUsers,200,,Load Test 1-431,text,true,,1916,183,164,164,http://localhost:9092/user/read,1886,0,0
1610650134756,1827,UpdateUser,202,,Load Test 1-492,text,true,,389,242,166,166,http://localhost:9092/user/update/1,1827,0,0
1610650134758,1837,UpdateUser,202,,Load Test 1-499,text,true,,389,242,167,167,http://localhost:9092/user/update/1,1837,0,0
1610650134775,1884,UpdateUser,202,,Load Test 1-497,text,true,,389,242,170,170,http://localhost:9092/user/update/1,1884,0,0
1610650134772,1897,UpdateUser,202,,Load Test 1-494,text,true,,389,242,170,170,http://localhost:9092/user/update/1,1896,0,0
1610650134776,1908,UpdateUser,202,,Load Test 1-485,text,true,,389,242,171,171,http://localhost:9092/user/update/1,1908,0,0
1610650134791,1939,UpdateUser,202,,Load Test 1-483,text,true,,389,242,173,173,http://localhost:9092/user/update/1,1939,0,0
1610650134685,2050,ReadUsers,200,,Load Test 1-430,text,true,,2021,183,174,174,http://localhost:9092/user/read,2049,0,0
1610650134791,1989,UpdateUser,202,,Load Test 1-490,text,true,,389,242,176,176,http://localhost:9092/user/update/1,1989,0,0
1610650134791,2002,UpdateUser,202,,Load Test 1-479,text,true,,389,242,176,176,http://localhost:9092/user/update/1,2002,0,0
1610650134823,2020,UpdateUser,202,,Load Test 1-493,text,true,,389,242,179,179,http://localhost:9092/user/update/1,2020,0,0
1610650134823,2037,UpdateUser,202,,Load Test 1-500,text,true,,389,242,180,180,http://localhost:9092/user/update/1,2037,0,0
1610650134705,2169,ReadUsers,200,,Load Test 1-429,text,true,,2126,183,181,181,http://localhost:9092/user/read,2168,0,1
1610650134832,2078,UpdateUser,202,,Load Test 1-486,text,true,,389,242,182,182,http://localhost:9092/user/update/1,2077,0,0
1610650134727,2193,ReadUsers,200,,Load Test 1-428,text,true,,2126,183,183,183,http://localhost:9092/user/read,2192,0,1
1610650134370,2564,CreateUser,201,,Load Test 1-475,text,true,,298,228,184,184,http://localhost:9092/user/create,2564,0,0
1610650134832,2118,UpdateUser,202,,Load Test 1-481,text,true,,389,242,184,184,http://localhost:9092/user/update/1,2118,0,0
1610650134881,2176,UpdateUser,202,,Load Test 1-477,text,true,,389,242,190,190,http://localhost:9092/user/update/1,2176,0,0
1610650134881,2184,UpdateUser,202,,Load Test 1-489,text,true,,389,242,190,190,http://localhost:9092/user/update/1,2184,0,0
1610650134746,2394,ReadUsers,200,,Load Test 1-427,text,true,,2126,183,194,194,http://localhost:9092/user/read,2393,0,1
1610650134905,2260,UpdateUser,202,,Load Test 1-474,text,true,,389,242,195,195,http://localhost:9092/user/update/1,2259,0,0
1610650134766,2423,ReadUsers,200,,Load Test 1-426,text,true,,2126,183,196,196,http://localhost:9092/user/read,2422,0,1
1610650134785,2479,ReadUsers,200,,Load Test 1-425,text,true,,2126,183,200,200,http://localhost:9092/user/read,2478,0,1
1610650134957,2332,UpdateUser,202,,Load Test 1-491,text,true,,389,242,201,201,http://localhost:9092/user/update/1,2331,0,0
1610650134962,2404,UpdateUser,202,,Load Test 1-478,text,true,,389,242,205,205,http://localhost:9092/user/update/1,2404,0,0
1610650134806,2565,ReadUsers,200,,Load Test 1-424,text,true,,2126,183,205,205,http://localhost:9092/user/read,2565,0,0
1610650134982,2436,CreateUser,201,,Load Test 1-452,text,true,,298,228,208,208,http://localhost:9092/user/create,2435,0,0
1610650134829,2614,ReadUsers,200,,Load Test 1-423,text,true,,2126,183,209,209,http://localhost:9092/user/read,2614,0,1
1610650135024,2521,UpdateUser,202,,Load Test 1-471,text,true,,389,242,214,214,http://localhost:9092/user/update/1,2521,0,0
1610650134845,2723,ReadUsers,200,,Load Test 1-422,text,true,,2126,183,215,215,http://localhost:9092/user/read,2722,0,1
1610650134868,2714,ReadUsers,200,,Load Test 1-421,text,true,,2161,183,216,216,http://localhost:9092/user/read,2714,0,0
1610650134885,2713,ReadUsers,200,,Load Test 1-420,text,true,,2161,183,217,217,http://localhost:9092/user/read,2712,0,1
1610650135055,2633,UpdateUser,202,,Load Test 1-472,text,true,,389,242,221,221,http://localhost:9092/user/update/1,2633,0,0
1610650134907,2858,ReadUsers,200,,Load Test 1-419,text,true,,2161,183,225,225,http://localhost:9092/user/read,2858,0,1
1610650135078,2715,UpdateUser,202,,Load Test 1-473,text,true,,389,242,227,227,http://localhost:9092/user/update/1,2715,0,0
1610650134947,2855,ReadUsers,200,,Load Test 1-417,text,true,,2161,183,227,227,http://localhost:9092/user/read,2855,0,0
1610650134927,2912,ReadUsers,200,,Load Test 1-418,text,true,,2161,183,229,229,http://localhost:9092/user/read,2912,0,0
1610650135103,2740,CreateUser,201,,Load Test 1-451,text,true,,298,228,229,229,http://localhost:9092/user/create,2740,0,0
1610650134966,2993,ReadUsers,200,,Load Test 1-416,text,true,,2161,183,235,235,http://localhost:9092/user/read,2992,0,0
1610650135166,2845,CreateUser,201,,Load Test 1-449,text,true,,298,228,237,237,http://localhost:9092/user/create,2844,0,0
1610650134987,3070,ReadUsers,200,,Load Test 1-415,text,true,,2161,183,240,240,http://localhost:9092/user/read,3070,0,0
1610650135168,2899,CreateUser,201,,Load Test 1-450,text,true,,298,228,240,240,http://localhost:9092/user/create,2899,0,0
1610650135006,3083,ReadUsers,200,,Load Test 1-414,text,true,,2196,183,241,241,http://localhost:9092/user/read,3082,0,1
1610650135175,2942,CreateUser,201,,Load Test 1-448,text,true,,298,228,243,243,http://localhost:9092/user/create,2942,0,0
1610650135190,2980,CreateUser,201,,Load Test 1-447,text,true,,298,228,245,245,http://localhost:9092/user/create,2979,0,0
1610650135027,3210,ReadUsers,200,,Load Test 1-413,text,true,,2196,183,249,249,http://localhost:9092/user/read,3209,0,1
1610650135047,3260,ReadUsers,200,,Load Test 1-412,text,true,,2196,183,252,252,http://localhost:9092/user/read,3259,0,1
1610650135067,3249,ReadUsers,200,,Load Test 1-411,text,true,,2196,183,253,253,http://localhost:9092/user/read,3249,0,1
1610650135105,3395,ReadUsers,200,,Load Test 1-409,text,true,,2231,183,262,262,http://localhost:9092/user/read,3395,0,1
1610650135086,3446,ReadUsers,200,,Load Test 1-410,text,true,,2196,183,263,263,http://localhost:9092/user/read,3445,0,1
1610650135147,3406,ReadUsers,200,,Load Test 1-407,text,true,,2231,183,264,264,http://localhost:9092/user/read,3406,0,1
1610650135125,3474,ReadUsers,200,,Load Test 1-408,text,true,,2231,183,267,267,http://localhost:9092/user/read,3474,0,1
1610650135319,3293,CreateUser,201,,Load Test 1-446,text,true,,298,228,267,267,http://localhost:9092/user/create,3293,0,0
1610650135170,3604,ReadUsers,200,,Load Test 1-406,text,true,,2301,183,276,276,http://localhost:9092/user/read,3604,0,1
1610650135187,3597,ReadUsers,200,,Load Test 1-405,text,true,,2336,183,276,276,http://localhost:9092/user/read,3596,0,0
1610650135206,3671,ReadUsers,200,,Load Test 1-404,text,true,,2371,183,281,281,http://localhost:9092/user/read,3671,0,0
1610650135378,3513,UpdateUser,202,,Load Test 1-468,text,true,,389,242,281,281,http://localhost:9092/user/update/1,3513,0,0
1610650135225,3754,ReadUsers,200,,Load Test 1-403,text,true,,2371,183,286,286,http://localhost:9092/user/read,3753,0,1
1610650135265,3801,ReadUsers,200,,Load Test 1-401,text,true,,2371,183,290,290,http://localhost:9092/user/read,3801,0,1
1610650135245,3863,ReadUsers,200,,Load Test 1-402,text,true,,2371,183,292,292,http://localhost:9092/user/read,3863,0,1
1610650135285,3934,ReadUsers,200,,Load Test 1-400,text,true,,2371,183,298,298,http://localhost:9092/user/read,3934,0,1
1610650135452,3772,UpdateUser,202,,Load Test 1-470,text,true,,389,242,298,298,http://localhost:9092/user/update/1,3772,0,0
1610650135306,4037,ReadUsers,200,,Load Test 1-399,text,true,,2371,183,304,304,http://localhost:9092/user/read,4037,0,1
1610650135345,4012,ReadUsers,200,,Load Test 1-397,text,true,,2406,183,305,305,http://localhost:9092/user/read,4012,0,1
1610650135325,4079,ReadUsers,200,,Load Test 1-398,text,true,,2406,183,307,307,http://localhost:9092/user/read,4078,0,1
1610650135542,3935,CreateUser,201,,Load Test 1-445,text,true,,298,228,311,311,http://localhost:9092/user/create,3935,0,0
1610650135368,4205,ReadUsers,200,,Load Test 1-396,text,true,,2406,183,315,315,http://localhost:9092/user/read,4205,0,1
1610650135385,4260,ReadUsers,200,,Load Test 1-395,text,true,,2406,183,319,319,http://localhost:9092/user/read,4259,0,0
1610650135405,4240,ReadUsers,200,,Load Test 1-394,text,true,,2406,183,319,319,http://localhost:9092/user/read,4239,0,1
1610650135594,4100,CreateUser,201,,Load Test 1-443,text,true,,298,228,322,322,http://localhost:9092/user/create,4100,0,0
1610650135425,4315,ReadUsers,200,,Load Test 1-393,text,true,,2406,183,324,324,http://localhost:9092/user/read,4314,0,1
1610650135634,4210,UpdateUser,202,,Load Test 1-469,text,true,,389,242,329,329,http://localhost:9092/user/update/1,4209,0,0
1610650135446,4397,ReadUsers,200,,Load Test 1-392,text,true,,2406,183,329,329,http://localhost:9092/user/read,4397,0,1
1610650134586,5313,CreateUser,201,,Load Test 1-463,text,true,,298,228,332,332,http://localhost:9092/user/create,5313,0,0
1610650135649,4312,CreateUser,201,,Load Test 1-442,text,true,,298,228,335,335,http://localhost:9092/user/create,4312,0,0
1610650135466,4507,ReadUsers,200,,Load Test 1-391,text,true,,2406,183,335,335,http://localhost:9092/user/read,4507,0,0
1610650135486,4590,ReadUsers,200,,Load Test 1-390,text,true,,2406,183,341,341,http://localhost:9092/user/read,4590,0,1
1610650135668,4478,CreateUser,201,,Load Test 1-441,text,true,,298,228,344,344,http://localhost:9092/user/create,4478,0,0
1610650135526,4632,ReadUsers,200,,Load Test 1-388,text,true,,2406,183,345,345,http://localhost:9092/user/read,4631,0,1
1610650135506,4713,ReadUsers,200,,Load Test 1-389,text,true,,2406,183,348,348,http://localhost:9092/user/read,4712,0,1
1610650135697,4567,UpdateUser,202,,Load Test 1-467,text,true,,389,242,350,350,http://localhost:9092/user/update/1,4567,0,0
1610650135546,4749,ReadUsers,200,,Load Test 1-387,text,true,,2441,183,352,352,http://localhost:9092/user/read,4749,0,0
1610650135565,4793,ReadUsers,200,,Load Test 1-386,text,true,,2441,183,355,355,http://localhost:9092/user/read,4793,0,1
1610650135728,4683,UpdateUser,202,,Load Test 1-466,text,true,,389,242,357,357,http://localhost:9092/user/update/1,4682,0,0
1610650135585,4828,ReadUsers,200,,Load Test 1-385,text,true,,2441,183,358,358,http://localhost:9092/user/read,4828,0,1
1610650135605,4848,ReadUsers,200,,Load Test 1-384,text,true,,2476,183,359,359,http://localhost:9092/user/read,4848,0,1
1610650135728,4752,UpdateUser,202,,Load Test 1-444,text,true,,389,242,361,361,http://localhost:9092/user/update/1,4752,0,0
1610650135771,4734,CreateUser,201,,Load Test 1-440,text,true,,298,228,362,362,http://localhost:9092/user/create,4733,0,0
1610650134655,5889,CreateUser,201,,Load Test 1-459,text,true,,298,228,364,364,http://localhost:9092/user/create,5889,0,0
1610650135783,4825,UpdateUser,202,,Load Test 1-464,text,true,,389,242,367,367,http://localhost:9092/user/update/1,4824,0,0
1610650135638,5000,ReadUsers,200,,Load Test 1-383,text,true,,2476,183,369,369,http://localhost:9092/user/read,4999,0,0
1610650135797,4868,CreateUser,201,,Load Test 1-437,text,true,,298,228,370,370,http://localhost:9092/user/create,4868,0,0
1610650135798,4892,CreateUser,201,,Load Test 1-438,text,true,,298,228,371,371,http://localhost:9092/user/create,4891,0,0
1610650135666,5110,ReadUsers,200,,Load Test 1-381,text,true,,2546,183,376,376,http://localhost:9092/user/read,5110,0,1
1610650135649,5149,ReadUsers,200,,Load Test 1-382,text,true,,2546,183,377,377,http://localhost:9092/user/read,5149,0,1
1610650135813,4996,UpdateUser,202,,Load Test 1-461,text,true,,389,242,377,377,http://localhost:9092/user/update/1,4996,0,0
1610650135817,5021,CreateUser,201,,Load Test 1-439,text,true,,298,228,379,379,http://localhost:9092/user/create,5021,0,0
1610650135822,5101,UpdateUser,202,,Load Test 1-462,text,true,,389,242,383,383,http://localhost:9092/user/update/1,5101,0,0
1610650135686,5386,ReadUsers,200,,Load Test 1-380,text,true,,2581,183,390,390,http://localhost:9092/user/read,5385,0,0
1610650135853,5245,deleting user,204,,Load Test 1-476,,true,,191,209,392,392,http://localhost:9092/user/delete/2,0,0,0
1610650135725,5380,ReadUsers,200,,Load Test 1-378,text,true,,2581,183,392,392,http://localhost:9092/user/read,5379,0,1
1610650135705,5476,ReadUsers,200,,Load Test 1-379,text,true,,2581,183,395,395,http://localhost:9092/user/read,5476,0,1
1610650135896,5325,UpdateUser,202,,Load Test 1-460,text,true,,389,242,398,398,http://localhost:9092/user/update/1,5324,0,0
1610650135765,5477,ReadUsers,200,,Load Test 1-376,text,true,,2581,183,398,398,http://localhost:9092/user/read,5477,0,1
